id,symbol,fiscalDateEnding,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage,created_at,updated_at,reportedCurrency,totalRevenue,costOfRevenue,operatingIncome,grossProfit,operatingCashflow,netIncome
378,LOW,2010-07-31,2010-08-16,0.58,0.59,-0.01,-1.6949,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
263,AMZN,2010-06-30,2010-07-22,0.45,0.54,-0.09,-16.6667,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
112,AAPL,2010-06-30,2010-07-20,0.125,0.11,0.015,13.6364,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
66,TSLA,2010-06-30,2010-08-05,-0.0812,0.0,0.0,0.0,2021-11-30 10:42:37 UTC,2021-11-30 11:15:54 UTC,,,,,,,
379,LOW,2010-04-30,2010-05-17,0.34,0.31,0.03,9.6774,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
264,AMZN,2010-03-31,2010-04-22,0.66,0.61,0.05,8.1967,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
113,AAPL,2010-03-31,2010-04-20,0.12,0.0875,0.0325,37.1429,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
380,LOW,2010-01-31,2010-02-22,0.14,0.12,0.02,16.6667,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
265,AMZN,2009-12-31,2010-01-28,0.85,0.72,0.13,18.0556,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
114,AAPL,2009-12-31,2010-01-25,0.13,0.075,0.055,73.3333,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
381,LOW,2009-10-31,2009-11-16,0.24,0.24,0.0,0.0,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
266,AMZN,2009-09-30,2009-10-22,0.45,0.33,0.12,36.3636,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
115,AAPL,2009-09-30,2009-10-19,0.065,0.05,0.015,30.0,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
382,LOW,2009-07-31,2009-08-17,0.53,0.54,-0.01,-1.8519,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
267,AMZN,2009-06-30,2009-07-23,0.32,0.31,0.01,3.2258,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
116,AAPL,2009-06-30,2009-07-21,0.0475,0.0425,0.005,11.7647,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
383,LOW,2009-04-30,2009-05-18,0.32,0.25,0.07,28.0,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
268,AMZN,2009-03-31,2009-04-23,0.41,0.31,0.1,32.2581,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
117,AAPL,2009-03-31,2009-04-22,0.0475,0.04,0.0075,18.75,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
384,LOW,2009-01-31,2009-02-20,0.11,0.12,-0.01,-8.3333,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
269,AMZN,2008-12-31,2009-01-29,0.52,0.39,0.13,33.3333,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
118,AAPL,2008-12-31,2009-01-21,0.0625,0.05,0.0125,25.0,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
385,LOW,2008-10-31,2008-11-17,0.33,0.28,0.05,17.8571,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
270,AMZN,2008-09-30,2008-10-22,0.27,0.25,0.02,8.0,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
119,AAPL,2008-09-30,2008-10-21,0.045,0.04,0.005,12.5,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
386,LOW,2008-07-31,2008-08-18,0.64,0.56,0.08,14.2857,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
271,AMZN,2008-06-30,2008-07-23,0.37,0.26,0.11,42.3077,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
120,AAPL,2008-06-30,2008-07-21,0.0425,0.0375,0.005,13.3333,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
387,LOW,2008-04-30,2008-05-19,0.41,0.4,0.01,2.5,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
272,AMZN,2008-03-31,2008-04-23,0.34,0.32,0.02,6.25,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
121,AAPL,2008-03-31,2008-04-23,0.0425,0.0375,0.005,13.3333,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
388,LOW,2008-01-31,2008-02-25,0.28,0.25,0.03,12.0,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
273,AMZN,2007-12-31,2008-01-30,0.48,0.48,0.0,0.0,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
122,AAPL,2007-12-31,2008-01-22,0.25,0.23,0.02,8.6957,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
389,LOW,2007-10-31,2007-11-19,0.43,0.41,0.02,4.878,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
274,AMZN,2007-09-30,2007-10-23,0.19,0.18,0.01,5.5556,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
123,AAPL,2007-09-30,2007-10-22,0.14,0.12,0.02,16.6667,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
390,LOW,2007-07-31,2007-08-20,0.67,0.61,0.06,9.8361,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
275,AMZN,2007-06-30,2007-07-24,0.19,0.16,0.03,18.75,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
124,AAPL,2007-06-30,2007-07-25,0.13,0.1,0.03,30.0,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
391,LOW,2007-04-30,2007-05-21,0.48,0.49,-0.01,-2.0408,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
276,AMZN,2007-03-31,2007-04-24,0.26,0.15,0.11,73.3333,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
125,AAPL,2007-03-31,2007-04-25,0.12,0.09,0.03,33.3333,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
392,LOW,2007-01-31,2007-02-23,0.4,0.37,0.03,8.1081,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
277,AMZN,2006-12-31,2007-02-01,0.23,0.21,0.02,9.5238,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
126,AAPL,2006-12-31,2007-01-17,0.16,0.11,0.05,45.4545,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
393,LOW,2006-10-31,2006-11-20,0.46,0.43,0.03,6.9767,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
278,AMZN,2006-09-30,2006-10-24,0.05,0.03,0.02,66.6667,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
127,AAPL,2006-09-30,2006-10-18,0.09,0.07,0.02,28.5714,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
394,LOW,2006-07-31,2006-08-21,0.6,0.61,-0.01,-1.6393,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
279,AMZN,2006-06-30,2006-07-25,0.05,0.06,-0.01,-16.6667,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
128,AAPL,2006-06-30,2006-07-19,0.08,0.06,0.02,33.3333,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
395,LOW,2006-04-30,2006-05-22,0.53,0.47,0.06,12.766,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
280,AMZN,2006-03-31,2006-04-25,0.12,0.12,0.0,0.0,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
129,AAPL,2006-03-31,2006-04-19,0.07,0.06,0.01,16.6667,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
396,LOW,2006-01-31,2006-02-27,0.44,0.4,0.04,10.0,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
281,AMZN,2005-12-31,2006-02-02,0.47,0.21,0.26,123.8095,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
130,AAPL,2005-12-31,2006-01-18,0.09,0.09,0.0,0.0,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
397,LOW,2005-10-31,2005-11-14,0.41,0.39,0.02,5.1282,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
282,AMZN,2005-09-30,2005-10-25,0.07,0.1,-0.03,-30.0,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
131,AAPL,2005-09-30,2005-10-11,0.05,0.05,0.0,0.0,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
398,LOW,2005-07-31,2005-08-15,0.53,0.51,0.02,3.9216,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
283,AMZN,2005-06-30,2005-07-26,0.12,0.11,0.01,9.0909,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
132,AAPL,2005-06-30,2005-07-13,0.05,0.04,0.01,25.0,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
399,LOW,2005-04-30,2005-05-16,0.37,0.38,-0.01,-2.6316,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
284,AMZN,2005-03-31,2005-04-26,0.18,0.23,-0.05,-21.7391,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
133,AAPL,2005-03-31,2005-04-13,0.05,0.03,0.02,66.6667,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
400,LOW,2005-01-31,2005-02-23,0.32,0.3,0.02,6.6667,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
285,AMZN,2004-12-31,2005-02-02,0.35,0.4,-0.05,-12.5,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
134,AAPL,2004-12-31,2005-01-12,0.05,0.03,0.02,66.6667,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
401,LOW,2004-10-31,2004-11-15,0.33,0.33,0.0,0.0,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
286,AMZN,2004-09-30,2004-10-21,0.17,0.18,-0.01,-5.5556,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
135,AAPL,2004-09-30,2004-10-13,0.02,0.01,0.01,100.0,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
402,LOW,2004-07-31,2004-08-16,0.45,0.45,0.0,0.0,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
287,AMZN,2004-06-30,2004-07-22,0.18,0.19,-0.01,-5.2632,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
136,AAPL,2004-06-30,2004-07-14,0.01,0.01,0.0,0.0,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
403,LOW,2004-04-30,2004-05-17,0.28,0.27,0.01,3.7037,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
288,AMZN,2004-03-31,2004-04-22,0.23,0.2,0.03,15.0,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
137,AAPL,2004-03-31,2004-04-14,0.01,0.01,0.0,0.0,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
404,LOW,2004-01-31,2004-02-23,0.25,0.25,0.0,0.0,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
289,AMZN,2003-12-31,2004-01-27,0.29,0.29,0.0,0.0,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
138,AAPL,2003-12-31,2004-01-14,0.01,0.01,0.0,0.0,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
405,LOW,2003-10-31,2003-11-17,0.28,0.27,0.01,3.7037,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
290,AMZN,2003-09-30,2003-10-21,0.11,0.1,0.01,10.0,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
139,AAPL,2003-09-30,2003-10-15,0.01,0.0,0.0,0.0,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
406,LOW,2003-07-31,2003-08-18,0.38,0.35,0.03,8.5714,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
291,AMZN,2003-06-30,2003-07-22,0.1,0.06,0.04,66.6667,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
140,AAPL,2003-06-30,2003-07-16,0.0009,0.0,0.0,0.0,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
407,LOW,2003-04-30,2003-05-19,0.27,0.26,0.01,3.8462,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
292,AMZN,2003-03-31,2003-04-24,0.1,0.04,0.06,150.0,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
141,AAPL,2003-03-31,2003-04-16,0.0007,0.0,0.0,0.0,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
408,LOW,2003-01-31,2003-02-24,0.2,0.17,0.03,17.6471,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
293,AMZN,2002-12-31,2003-01-23,0.19,0.14,0.05,35.7143,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
142,AAPL,2002-12-31,2003-01-15,-0.0004,0.0,0.0,0.0,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
409,LOW,2002-10-31,2002-11-18,0.22,0.2,0.02,10.0,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
294,AMZN,2002-09-30,2002-10-24,-0.0924,-0.04,-0.0524,-131.0,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
143,AAPL,2002-09-30,2002-10-16,-0.0022,0.0,0.0,0.0,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
410,LOW,2002-07-31,2002-08-19,0.3,0.27,0.03,11.1111,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
295,AMZN,2002-06-30,2002-07-23,-0.01,-0.06,0.05,83.3333,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
144,AAPL,2002-06-30,2002-07-16,0.01,0.01,0.0,0.0,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
411,LOW,2002-04-30,2002-05-20,0.22,0.18,0.04,22.2222,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
296,AMZN,2002-03-31,2002-04-23,-0.01,-0.09,0.08,88.8889,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
145,AAPL,2002-03-31,2002-04-18,0.002,0.0,0.0,0.0,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
412,LOW,2002-01-31,2002-02-25,0.14,0.13,0.01,7.6923,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
297,AMZN,2001-12-31,2002-01-22,0.09,-0.07,0.16,228.5714,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
146,AAPL,2001-12-31,2002-01-16,0.01,0.01,0.0,0.0,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
413,LOW,2001-10-31,2001-11-19,0.16,0.15,0.01,6.6667,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
298,AMZN,2001-09-30,2001-10-23,-0.16,-0.16,0.0,0.0,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
147,AAPL,2001-09-30,2001-10-18,0.0034,0.0,0.0,0.0,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
414,LOW,2001-07-31,2001-08-20,0.21,0.2,0.01,5.0,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
299,AMZN,2001-06-30,2001-07-23,-0.16,-0.22,0.06,27.2727,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
148,AAPL,2001-06-30,2001-07-18,0.003,0.0,0.0,0.0,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
415,LOW,2001-04-30,2001-05-21,0.14,0.14,0.0,0.0,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
300,AMZN,2001-03-31,2001-04-24,-0.21,-0.25,0.04,16.0,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
149,AAPL,2001-03-31,2001-04-18,0.01,0.0,0.0,0.0,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
416,LOW,2001-01-31,2001-02-26,0.05,0.09,-0.04,-44.4444,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
301,AMZN,2000-12-31,2001-01-30,-0.25,-0.26,0.01,3.8462,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
150,AAPL,2000-12-31,2000-12-31,-0.0103,0.0,0.0,0.0,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
417,LOW,2000-10-31,2000-11-13,0.13,0.13,0.0,0.0,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
302,AMZN,2000-09-30,2000-10-24,-0.25,-0.29,0.04,13.7931,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
151,AAPL,2000-09-30,2000-10-18,0.01,0.01,0.0,0.0,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
418,LOW,2000-07-31,2000-08-14,0.18,0.18,0.0,0.0,2021-11-30 11:22:57 UTC,2021-11-30 11:22:57 UTC,,,,,,,
303,AMZN,2000-06-30,2000-07-26,-0.33,-0.35,0.02,5.7143,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
152,AAPL,2000-06-30,2000-07-18,0.03,0.03,0.0,0.0,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
419,LOW,2000-04-30,2000-05-15,0.12,0.12,0.0,0.0,2021-11-30 11:22:57 UTC,2021-11-30 11:22:57 UTC,,,,,,,
304,AMZN,2000-03-31,2000-04-26,-0.35,-0.36,0.01,2.7778,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
153,AAPL,2000-03-31,2000-04-19,0.03,0.03,0.0,0.0,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
420,LOW,2000-01-31,2000-02-18,0.1,0.09,0.01,11.1111,2021-11-30 11:22:57 UTC,2021-11-30 11:22:57 UTC,,,,,,,
305,AMZN,1999-12-31,2000-02-02,-0.55,-0.49,-0.06,-12.2449,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
154,AAPL,1999-12-31,2000-01-19,0.04,0.03,0.01,33.3333,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
421,LOW,1999-10-31,1999-11-15,0.11,0.1,0.01,10.0,2021-11-30 11:22:57 UTC,2021-11-30 11:22:57 UTC,,,,,,,
306,AMZN,1999-09-30,1999-10-27,-0.26,-0.28,0.02,7.1429,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
155,AAPL,1999-09-30,1999-10-13,0.02,0.02,0.0,0.0,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
422,LOW,1999-07-31,1999-08-16,0.15,0.15,0.0,0.0,2021-11-30 11:22:57 UTC,2021-11-30 11:22:57 UTC,,,,,,,
307,AMZN,1999-06-30,1999-07-21,-0.25,-0.26,0.01,3.8462,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
156,AAPL,1999-06-30,1999-07-14,0.02,0.02,0.0,0.0,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
423,LOW,1999-04-30,1999-05-17,0.09,0.08,0.01,12.5,2021-11-30 11:22:57 UTC,2021-11-30 11:22:57 UTC,,,,,,,
308,AMZN,1999-03-31,1999-04-28,-0.11,-0.14,0.03,21.4286,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
157,AAPL,1999-03-31,1999-04-14,0.02,0.02,0.0,0.0,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
424,LOW,1999-01-31,1999-02-22,0.08,0.07,0.01,14.2857,2021-11-30 11:22:57 UTC,2021-11-30 11:22:57 UTC,,,,,,,
309,AMZN,1998-12-31,1999-01-26,-0.07,-0.09,0.02,22.2222,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
158,AAPL,1998-12-31,1999-01-13,0.03,0.02,0.01,50.0,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
425,LOW,1998-10-31,1998-11-16,0.08,0.08,0.0,0.0,2021-11-30 11:22:57 UTC,2021-11-30 11:22:57 UTC,,,,,,,
310,AMZN,1998-09-30,1998-10-28,-0.08,-0.1,0.02,20.0,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
159,AAPL,1998-09-30,1998-10-14,0.02,0.02,0.0,0.0,2021-11-30 10:43:21 UTC,2021-11-30 10:43:21 UTC,,,,,,,
426,LOW,1998-07-31,1998-08-17,0.12,0.12,0.0,0.0,2021-11-30 11:22:57 UTC,2021-11-30 11:22:57 UTC,,,,,,,
311,AMZN,1998-06-30,1998-07-22,-0.07,-0.07,0.0,0.0,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
160,AAPL,1998-06-30,1998-07-15,0.02,0.01,0.01,100.0,2021-11-30 10:43:21 UTC,2021-11-30 10:43:21 UTC,,,,,,,
427,LOW,1998-04-30,1998-05-18,0.07,0.06,0.01,16.6667,2021-11-30 11:22:57 UTC,2021-11-30 11:22:57 UTC,,,,,,,
312,AMZN,1998-03-31,1998-04-27,-0.03,-0.04,0.01,25.0,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
161,AAPL,1998-03-31,1998-04-15,0.01,0.01,0.0,0.0,2021-11-30 10:43:21 UTC,2021-11-30 10:43:21 UTC,,,,,,,
428,LOW,1998-01-31,1998-02-23,0.05,0.05,0.0,0.0,2021-11-30 11:22:57 UTC,2021-11-30 11:22:57 UTC,,,,,,,
313,AMZN,1997-12-31,1998-01-22,-0.03,-0.04,0.01,25.0,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
162,AAPL,1997-12-31,1998-01-14,0.01,0.01,0.0,0.0,2021-11-30 10:43:21 UTC,2021-11-30 10:43:21 UTC,,,,,,,
429,LOW,1997-10-31,1997-11-17,0.06,0.06,0.0,0.0,2021-11-30 11:22:57 UTC,2021-11-30 11:22:57 UTC,,,,,,,
314,AMZN,1997-09-30,1997-10-27,-0.03,-0.03,0.0,0.0,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
163,AAPL,1997-09-30,1997-10-15,-0.0114,0.0,0.0,0.0,2021-11-30 10:43:21 UTC,2021-11-30 10:43:21 UTC,,,,,,,
430,LOW,1997-07-31,1997-08-18,0.09,0.09,0.0,0.0,2021-11-30 11:22:57 UTC,2021-11-30 11:22:57 UTC,,,,,,,
315,AMZN,1997-06-30,1997-07-10,-0.02,-0.03,0.01,33.3333,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
164,AAPL,1997-06-30,1997-07-16,-0.02,-0.02,0.0,0.0,2021-11-30 10:43:21 UTC,2021-11-30 10:43:21 UTC,,,,,,,
431,LOW,1997-04-30,1997-05-19,0.05,0.05,0.0,0.0,2021-11-30 11:22:57 UTC,2021-11-30 11:22:57 UTC,,,,,,,
165,AAPL,1997-03-31,1997-04-16,-0.05,-0.04,-0.01,-25.0,2021-11-30 10:43:21 UTC,2021-11-30 10:43:21 UTC,,,,,,,
432,LOW,1997-01-31,1997-02-24,0.04,0.04,0.0,0.0,2021-11-30 11:22:57 UTC,2021-11-30 11:22:57 UTC,,,,,,,
166,AAPL,1996-12-31,1997-01-15,-0.03,-0.02,-0.01,-50.0,2021-11-30 10:43:21 UTC,2021-11-30 10:43:21 UTC,,,,,,,
433,LOW,1996-10-31,1996-11-13,0.05,0.05,0.0,0.0,2021-11-30 11:22:57 UTC,2021-11-30 11:22:57 UTC,,,,,,,
167,AAPL,1996-09-30,1996-10-16,0.0018,-0.01,0.0118,118.0,2021-11-30 10:43:21 UTC,2021-11-30 10:43:21 UTC,,,,,,,
434,LOW,1996-07-31,1996-08-14,0.08,0.08,0.0,0.0,2021-11-30 11:22:57 UTC,2021-11-30 11:22:57 UTC,,,,,,,
168,AAPL,1996-06-30,1996-07-17,-0.02,-0.04,0.02,50.0,2021-11-30 10:43:21 UTC,2021-11-30 10:43:21 UTC,,,,,,,
435,LOW,1996-04-30,1996-05-14,0.04,0.03,0.01,33.3333,2021-11-30 11:22:57 UTC,2021-11-30 11:22:57 UTC,,,,,,,
169,AAPL,1996-03-31,1996-04-17,-0.07,-0.05,-0.02,-40.0,2021-11-30 10:43:21 UTC,2021-11-30 10:43:21 UTC,,,,,,,
436,LOW,1996-01-31,1996-02-20,0.03,0.03,0.0,0.0,2021-11-30 11:22:57 UTC,2021-11-30 11:22:57 UTC,,,,,,,
