id,symbol,fiscalDateEnding,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage,created_at,updated_at,reportedCurrency,totalRevenue,costOfRevenue,operatingIncome,grossProfit,operatingCashflow,netIncome
349,LOW,2017-10-31,2017-11-21,1.05,1.026,0.024,2.3392,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
453,FANG,2017-09-30,2017-11-06,1.33,1.2348,0.0952,7.7098,2021-11-30 11:24:27 UTC,2021-11-30 11:24:29 UTC,USD,249416000,52664000,142639000,196752000,169527000,73024000
234,AMZN,2017-09-30,2017-10-26,0.52,0.0145,0.5055,3486.2069,2021-11-30 11:21:02 UTC,2021-11-30 11:21:04 UTC,USD,43516000000,30988000000,347000000,12528000000,3777000000,256000000
195,FB,2017-09-30,2017-11-01,1.59,1.28,0.31,24.2188,2021-11-30 11:18:02 UTC,2021-11-30 11:18:05 UTC,USD,10328000000,1448000000,5122000000,8880000000,6127000000,4707000000
83,AAPL,2017-09-30,2017-11-02,0.5175,0.4675,0.05,10.6952,2021-11-30 10:43:17 UTC,2021-11-30 10:43:20 UTC,USD,52579000000,32648000000,13120000000,19931000000,15749000000,10714000000
37,TSLA,2017-09-30,2017-11-01,-0.584,-0.458,-0.126,-27.5109,2021-11-30 10:42:34 UTC,2021-11-30 10:42:36 UTC,USD,2984675000,2535535000,-535480000,449140000,-300562000,-619376000
17,GOOG,2017-09-30,,,,,,2021-11-30 10:29:40 UTC,2021-11-30 10:29:40 UTC,USD,27772000000,11148000000,7782000000,16624000000,,6732000000
333,LOW,2017-08-04,,,,,,2021-11-30 11:22:52 UTC,2021-11-30 11:22:54 UTC,USD,19344000000,17113000000,2382000000,6670000000,1779000000,1419000000
350,LOW,2017-07-31,2017-08-23,1.57,1.6177,-0.0477,-2.9486,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
454,FANG,2017-06-30,2017-08-01,1.25,0.9152,0.3348,36.5822,2021-11-30 11:24:27 UTC,2021-11-30 11:24:29 UTC,USD,299194000,46074000,132308000,253120000,239301000,158405000
235,AMZN,2017-06-30,2017-07-27,0.4,1.3969,-0.9969,-71.3652,2021-11-30 11:21:02 UTC,2021-11-30 11:21:04 UTC,USD,37812000000,26554000000,628000000,11258000000,3850000000,197000000
196,FB,2017-06-30,2017-07-26,1.32,1.1238,0.1962,17.4586,2021-11-30 11:18:02 UTC,2021-11-30 11:18:05 UTC,USD,9321000000,1237000000,4401000000,8084000000,5360000000,3894000000
84,AAPL,2017-06-30,2017-08-01,0.4175,0.3925,0.025,6.3694,2021-11-30 10:43:17 UTC,2021-11-30 10:43:20 UTC,USD,45408000000,27920000000,10768000000,17488000000,8672000000,8717000000
38,TSLA,2017-06-30,2017-08-02,-0.266,-0.3837,0.1177,30.675,2021-11-30 10:42:34 UTC,2021-11-30 10:42:36 UTC,USD,2789557000,2122942000,-240916000,666615000,-90981000,-336397000
18,GOOG,2017-06-30,,,,,,2021-11-30 10:29:40 UTC,2021-11-30 10:29:40 UTC,USD,26010000000,10373000000,4132000000,15637000000,,3524000000
334,LOW,2017-05-05,,,,,,2021-11-30 11:22:52 UTC,2021-11-30 11:22:54 UTC,USD,16246000000,15301000000,1559000000,5800000000,3295000000,602000000
351,LOW,2017-04-30,2017-05-24,1.03,1.063,-0.033,-3.1044,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
455,FANG,2017-03-31,2017-05-02,1.04,0.5975,0.4425,74.0586,2021-11-30 11:24:27 UTC,2021-11-30 11:24:29 UTC,USD,259044000,44166000,116410000,214878000,497673000,136273000
236,AMZN,2017-03-31,2017-04-27,1.48,1.102,0.378,34.3013,2021-11-30 11:21:02 UTC,2021-11-30 11:21:04 UTC,USD,35575000000,27590000000,1005000000,7985000000,-1619000000,724000000
197,FB,2017-03-31,2017-05-03,1.3589,1.1199,0.239,21.3412,2021-11-30 11:18:02 UTC,2021-11-30 11:18:05 UTC,USD,8032000000,1159000000,3327000000,6873000000,5058000000,3064000000
85,AAPL,2017-03-31,2017-05-02,0.525,0.505,0.02,3.9604,2021-11-30 10:43:17 UTC,2021-11-30 10:43:20 UTC,USD,52896000000,32305000000,14097000000,20591000000,12570000000,11029000000
39,TSLA,2017-03-31,2017-05-03,-0.266,-0.1603,-0.1057,-65.9389,2021-11-30 10:42:34 UTC,2021-11-30 10:42:36 UTC,USD,2696270000,2028324000,-257549000,667946000,-54056000,-330277000
19,GOOG,2017-03-31,,,,,,2021-11-30 10:29:40 UTC,2021-11-30 10:29:40 UTC,USD,24750000000,9795000000,6568000000,14955000000,,5426000000
335,LOW,2017-02-03,,,,,,2021-11-30 11:22:52 UTC,2021-11-30 11:22:54 UTC,USD,15636000000,14472000000,1269000000,4642000000,348000000,663000000
352,LOW,2017-01-31,2017-03-01,0.86,0.7846,0.0754,9.61,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
456,FANG,2016-12-31,2017-02-14,0.9,0.5328,0.3672,68.9189,2021-11-30 11:24:27 UTC,2021-11-30 11:24:29 UTC,USD,185012000,37392000,87079000,185012000,28440000,25598000
237,AMZN,2016-12-31,2017-02-02,1.54,1.4208,0.1192,8.3896,2021-11-30 11:21:02 UTC,2021-11-30 11:21:04 UTC,USD,43741000000,32253000000,1255000000,43741000000,10919000000,749000000
198,FB,2016-12-31,2017-02-01,1.41,1.3128,0.0972,7.404,2021-11-30 11:18:02 UTC,2021-11-30 11:18:05 UTC,USD,8809000000,1047000000,4567000000,7762000000,4930000000,3569000000
86,AAPL,2016-12-31,2017-01-31,0.84,0.8025,0.0375,4.6729,2021-11-30 10:43:17 UTC,2021-11-30 10:43:20 UTC,USD,78351000000,48175000000,23359000000,30176000000,27234000000,17891000000
40,TSLA,2016-12-31,2017-02-22,-0.138,-0.0981,-0.0399,-40.6728,2021-11-30 10:42:34 UTC,2021-11-30 10:42:36 UTC,USD,2284631000,1849353000,-266698000,435278000,-1551561000,-121337000
20,GOOG,2016-12-31,,,,,,2021-11-30 10:29:40 UTC,2021-11-30 10:29:40 UTC,USD,26064000000,10661000000,6639000000,15403000000,,5333000000
353,LOW,2016-10-31,2016-11-16,0.88,0.9589,-0.0789,-8.2282,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
457,FANG,2016-09-30,2016-11-07,0.54,0.3408,0.1992,58.4507,2021-11-30 11:24:29 UTC,2021-11-30 11:24:29 UTC,,,,,,,
238,AMZN,2016-09-30,2016-10-27,0.52,0.8093,-0.2893,-35.7469,2021-11-30 11:21:04 UTC,2021-11-30 11:21:04 UTC,,,,,,,
199,FB,2016-09-30,2016-11-02,1.09,0.9664,0.1236,12.7897,2021-11-30 11:18:05 UTC,2021-11-30 11:18:05 UTC,,,,,,,
87,AAPL,2016-09-30,2016-10-25,0.4175,0.415,0.0025,0.6024,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
41,TSLA,2016-09-30,2016-10-26,0.142,0.0045,0.1375,3055.5556,2021-11-30 10:42:36 UTC,2021-11-30 10:42:36 UTC,,,,,,,
354,LOW,2016-07-31,2016-08-17,1.37,1.4162,-0.0462,-3.2623,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
458,FANG,2016-06-30,2016-08-02,0.26,0.1687,0.0913,54.1197,2021-11-30 11:24:29 UTC,2021-11-30 11:24:29 UTC,,,,,,,
239,AMZN,2016-06-30,2016-07-28,1.78,1.117,0.663,59.3554,2021-11-30 11:21:04 UTC,2021-11-30 11:21:04 UTC,,,,,,,
200,FB,2016-06-30,2016-07-27,0.97,0.8173,0.1527,18.6835,2021-11-30 11:18:05 UTC,2021-11-30 11:18:05 UTC,,,,,,,
88,AAPL,2016-06-30,2016-07-26,0.355,0.345,0.01,2.8986,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
42,TSLA,2016-06-30,2016-08-03,-0.212,-0.1246,-0.0874,-70.1445,2021-11-30 10:42:36 UTC,2021-11-30 10:42:36 UTC,,,,,,,
355,LOW,2016-04-30,2016-05-18,0.87,0.8476,0.0224,2.6428,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
459,FANG,2016-03-31,2016-05-03,0.02,-0.0552,0.0752,136.2319,2021-11-30 11:24:29 UTC,2021-11-30 11:24:29 UTC,,,,,,,
240,AMZN,2016-03-31,2016-04-28,1.07,0.6141,0.4559,74.2387,2021-11-30 11:21:04 UTC,2021-11-30 11:21:04 UTC,,,,,,,
201,FB,2016-03-31,2016-04-27,0.77,0.6242,0.1458,23.3579,2021-11-30 11:18:05 UTC,2021-11-30 11:18:05 UTC,,,,,,,
89,AAPL,2016-03-31,2016-04-26,0.475,0.5,-0.025,-5.0,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
43,TSLA,2016-03-31,2016-05-04,-0.114,-0.1344,0.0204,15.1786,2021-11-30 10:42:36 UTC,2021-11-30 10:42:36 UTC,,,,,,,
356,LOW,2016-01-31,2016-02-24,0.59,0.5918,-0.0018,-0.3042,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
460,FANG,2015-12-31,2016-02-16,0.58,0.4446,0.1354,30.4543,2021-11-30 11:24:29 UTC,2021-11-30 11:24:29 UTC,,,,,,,
241,AMZN,2015-12-31,2016-01-28,1.0,1.5941,-0.5941,-37.2687,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
202,FB,2015-12-31,2016-01-27,0.79,0.6775,0.1125,16.6052,2021-11-30 11:18:05 UTC,2021-11-30 11:18:05 UTC,,,,,,,
90,AAPL,2015-12-31,2016-01-26,0.82,0.8075,0.0125,1.548,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
44,TSLA,2015-12-31,2016-02-10,-0.174,0.0219,-0.1959,-894.5205,2021-11-30 10:42:36 UTC,2021-11-30 10:42:36 UTC,,,,,,,
357,LOW,2015-10-31,2015-11-18,0.8,0.78,0.02,2.5641,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
461,FANG,2015-09-30,2015-11-03,0.4,0.32,0.08,25.0,2021-11-30 11:24:29 UTC,2021-11-30 11:24:29 UTC,,,,,,,
242,AMZN,2015-09-30,2015-10-22,0.17,-0.14,0.31,221.4286,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
203,FB,2015-09-30,2015-11-04,0.57,0.52,0.05,9.6154,2021-11-30 11:18:05 UTC,2021-11-30 11:18:05 UTC,,,,,,,
91,AAPL,2015-09-30,2015-10-27,0.49,0.47,0.02,4.2553,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
45,TSLA,2015-09-30,2015-11-03,-0.174,-0.1,-0.074,-74.0,2021-11-30 10:42:36 UTC,2021-11-30 10:42:36 UTC,,,,,,,
358,LOW,2015-07-31,2015-08-19,1.2,1.24,-0.04,-3.2258,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
462,FANG,2015-06-30,2015-08-05,0.41,0.37,0.04,10.8108,2021-11-30 11:24:29 UTC,2021-11-30 11:24:29 UTC,,,,,,,
243,AMZN,2015-06-30,2015-07-23,0.19,-0.14,0.33,235.7143,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
204,FB,2015-06-30,2015-07-29,0.5,0.47,0.03,6.383,2021-11-30 11:18:05 UTC,2021-11-30 11:18:05 UTC,,,,,,,
92,AAPL,2015-06-30,2015-07-21,0.4625,0.4525,0.01,2.2099,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
46,TSLA,2015-06-30,2015-08-05,-0.096,-0.12,0.024,20.0,2021-11-30 10:42:36 UTC,2021-11-30 10:42:36 UTC,,,,,,,
359,LOW,2015-04-30,2015-05-20,0.7,0.74,-0.04,-5.4054,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
463,FANG,2015-03-31,2015-05-06,0.38,0.39,-0.01,-2.5641,2021-11-30 11:24:29 UTC,2021-11-30 11:24:29 UTC,,,,,,,
244,AMZN,2015-03-31,2015-04-23,-0.12,-0.12,0.0,0.0,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
205,FB,2015-03-31,2015-04-22,0.42,0.4,0.02,5.0,2021-11-30 11:18:05 UTC,2021-11-30 11:18:05 UTC,,,,,,,
93,AAPL,2015-03-31,2015-04-27,0.5825,0.54,0.0425,7.8704,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
47,TSLA,2015-03-31,2015-05-06,-0.072,-0.1,0.028,28.0,2021-11-30 10:42:36 UTC,2021-11-30 10:42:36 UTC,,,,,,,
360,LOW,2015-01-31,2015-02-25,0.46,0.44,0.02,4.5455,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
464,FANG,2014-12-31,2015-02-17,0.29,0.55,-0.26,-47.2727,2021-11-30 11:24:29 UTC,2021-11-30 11:24:29 UTC,,,,,,,
245,AMZN,2014-12-31,2015-01-29,0.45,0.17,0.28,164.7059,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
206,FB,2014-12-31,2015-01-28,0.54,0.49,0.05,10.2041,2021-11-30 11:18:05 UTC,2021-11-30 11:18:05 UTC,,,,,,,
94,AAPL,2014-12-31,2015-01-27,0.765,0.65,0.115,17.6923,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
48,TSLA,2014-12-31,2015-02-11,-0.026,0.062,-0.088,-141.9355,2021-11-30 10:42:36 UTC,2021-11-30 10:42:36 UTC,,,,,,,
361,LOW,2014-10-31,2014-11-19,0.59,0.58,0.01,1.7241,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
465,FANG,2014-09-30,2014-11-04,0.61,0.61,0.0,0.0,2021-11-30 11:24:29 UTC,2021-11-30 11:24:29 UTC,,,,,,,
246,AMZN,2014-09-30,2014-10-23,-0.95,-0.73,-0.22,-30.137,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
207,FB,2014-09-30,2014-10-28,0.43,0.4,0.03,7.5,2021-11-30 11:18:05 UTC,2021-11-30 11:18:05 UTC,,,,,,,
95,AAPL,2014-09-30,2014-10-20,0.355,0.3275,0.0275,8.3969,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
49,TSLA,2014-09-30,2014-11-05,0.004,-0.002,0.006,300.0,2021-11-30 10:42:36 UTC,2021-11-30 10:42:36 UTC,,,,,,,
362,LOW,2014-07-31,2014-08-20,1.04,1.02,0.02,1.9608,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
466,FANG,2014-06-30,2014-08-05,0.7,0.69,0.01,1.4493,2021-11-30 11:24:29 UTC,2021-11-30 11:24:29 UTC,,,,,,,
247,AMZN,2014-06-30,2014-07-24,-0.27,-0.15,-0.12,-80.0,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
208,FB,2014-06-30,2014-07-23,0.42,0.32,0.1,31.25,2021-11-30 11:18:05 UTC,2021-11-30 11:18:05 UTC,,,,,,,
96,AAPL,2014-06-30,2014-07-22,0.32,0.3075,0.0125,4.065,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
50,TSLA,2014-06-30,2014-07-31,0.022,0.008,0.014,175.0,2021-11-30 10:42:36 UTC,2021-11-30 10:42:36 UTC,,,,,,,
363,LOW,2014-04-30,2014-05-21,0.58,0.6,-0.02,-3.3333,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
467,FANG,2014-03-31,2014-05-07,0.53,0.56,-0.03,-5.3571,2021-11-30 11:24:29 UTC,2021-11-30 11:24:29 UTC,,,,,,,
248,AMZN,2014-03-31,2014-04-24,0.23,0.23,0.0,0.0,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
209,FB,2014-03-31,2014-04-23,0.34,0.24,0.1,41.6667,2021-11-30 11:18:05 UTC,2021-11-30 11:18:05 UTC,,,,,,,
97,AAPL,2014-03-31,2014-04-23,0.415,0.365,0.05,13.6986,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
51,TSLA,2014-03-31,2014-05-07,0.024,0.02,0.004,20.0,2021-11-30 10:42:36 UTC,2021-11-30 10:42:36 UTC,,,,,,,
364,LOW,2014-01-31,2014-02-26,0.31,0.31,0.0,0.0,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
468,FANG,2013-12-31,2014-02-19,0.4,0.41,-0.01,-2.439,2021-11-30 11:24:29 UTC,2021-11-30 11:24:29 UTC,,,,,,,
249,AMZN,2013-12-31,2014-01-30,0.51,0.66,-0.15,-22.7273,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
210,FB,2013-12-31,2014-01-29,0.31,0.27,0.04,14.8148,2021-11-30 11:18:05 UTC,2021-11-30 11:18:05 UTC,,,,,,,
98,AAPL,2013-12-31,2014-01-27,0.5175,0.5025,0.015,2.9851,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
52,TSLA,2013-12-31,2014-02-19,0.066,0.042,0.024,57.1429,2021-11-30 10:42:36 UTC,2021-11-30 10:42:36 UTC,,,,,,,
365,LOW,2013-10-31,2013-11-20,0.47,0.48,-0.01,-2.0833,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
469,FANG,2013-09-30,2013-11-04,0.35,0.34,0.01,2.9412,2021-11-30 11:24:29 UTC,2021-11-30 11:24:29 UTC,,,,,,,
250,AMZN,2013-09-30,2013-10-24,-0.09,-0.09,0.0,0.0,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
211,FB,2013-09-30,2013-10-30,0.25,0.19,0.06,31.5789,2021-11-30 11:18:05 UTC,2021-11-30 11:18:05 UTC,,,,,,,
99,AAPL,2013-09-30,2013-10-28,0.295,0.285,0.01,3.5088,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
53,TSLA,2013-09-30,2013-11-05,0.024,0.022,0.002,9.0909,2021-11-30 10:42:36 UTC,2021-11-30 10:42:36 UTC,,,,,,,
366,LOW,2013-07-31,2013-08-21,0.88,0.79,0.09,11.3924,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
470,FANG,2013-06-30,2013-08-06,0.3,0.26,0.04,15.3846,2021-11-30 11:24:29 UTC,2021-11-30 11:24:29 UTC,,,,,,,
251,AMZN,2013-06-30,2013-07-25,-0.02,0.05,-0.07,-140.0,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
212,FB,2013-06-30,2013-07-24,0.19,0.14,0.05,35.7143,2021-11-30 11:18:05 UTC,2021-11-30 11:18:05 UTC,,,,,,,
100,AAPL,2013-06-30,2013-07-23,0.2675,0.2625,0.005,1.9048,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
54,TSLA,2013-06-30,2013-08-07,0.2,-0.17,0.37,217.6471,2021-11-30 10:42:36 UTC,2021-11-30 10:42:36 UTC,,,,,,,
367,LOW,2013-04-30,2013-05-22,0.49,0.51,-0.02,-3.9216,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
471,FANG,2013-03-31,2013-05-07,0.12,0.17,-0.05,-29.4118,2021-11-30 11:24:29 UTC,2021-11-30 11:24:29 UTC,,,,,,,
252,AMZN,2013-03-31,2013-04-25,0.18,0.08,0.1,125.0,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
213,FB,2013-03-31,2013-05-01,0.12,0.13,-0.01,-7.6923,2021-11-30 11:18:05 UTC,2021-11-30 11:18:05 UTC,,,,,,,
101,AAPL,2013-03-31,2013-04-23,0.36,0.3575,0.0025,0.6993,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
55,TSLA,2013-03-31,2013-05-08,0.12,0.04,0.08,200.0,2021-11-30 10:42:36 UTC,2021-11-30 10:42:36 UTC,,,,,,,
368,LOW,2013-01-31,2013-02-25,0.26,0.23,0.03,13.0435,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
472,FANG,2012-12-31,2013-02-25,0.18,0.13,0.05,38.4615,2021-11-30 11:24:29 UTC,2021-11-30 11:24:29 UTC,,,,,,,
253,AMZN,2012-12-31,2013-01-29,0.21,0.28,-0.07,-25.0,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
214,FB,2012-12-31,2013-01-30,0.17,0.15,0.02,13.3333,2021-11-30 11:18:05 UTC,2021-11-30 11:18:05 UTC,,,,,,,
102,AAPL,2012-12-31,2013-01-23,0.4925,0.48,0.0125,2.6042,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
56,TSLA,2012-12-31,2013-02-20,-0.65,-0.53,-0.12,-22.6415,2021-11-30 10:42:36 UTC,2021-11-30 10:42:36 UTC,,,,,,,
369,LOW,2012-10-31,2012-11-19,0.4,0.35,0.05,14.2857,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
473,FANG,2012-09-30,2012-11-14,0.0118,0.0,0.0,0.0,2021-11-30 11:24:29 UTC,2021-11-30 11:24:29 UTC,,,,,,,
254,AMZN,2012-09-30,2012-10-25,-0.23,-0.08,-0.15,-187.5,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
215,FB,2012-09-30,2012-10-23,0.12,0.11,0.01,9.0909,2021-11-30 11:18:05 UTC,2021-11-30 11:18:05 UTC,,,,,,,
103,AAPL,2012-09-30,2012-10-25,0.31,0.3125,-0.0025,-0.8,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
57,TSLA,2012-09-30,2012-11-05,-0.92,-0.9,-0.02,-2.2222,2021-11-30 10:42:36 UTC,2021-11-30 10:42:36 UTC,,,,,,,
370,LOW,2012-07-31,2012-08-20,0.65,0.7,-0.05,-7.1429,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
255,AMZN,2012-06-30,2012-07-26,0.16,0.02,0.14,700.0,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
216,FB,2012-06-30,2012-07-26,0.12,0.12,0.0,0.0,2021-11-30 11:18:05 UTC,2021-11-30 11:18:05 UTC,,,,,,,
104,AAPL,2012-06-30,2012-07-24,0.3325,0.37,-0.0375,-10.1351,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
58,TSLA,2012-06-30,2012-07-25,-0.89,-0.92,0.03,3.2609,2021-11-30 10:42:36 UTC,2021-11-30 10:42:36 UTC,,,,,,,
371,LOW,2012-04-30,2012-05-21,0.44,0.42,0.02,4.7619,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
256,AMZN,2012-03-31,2012-04-26,0.28,0.07,0.21,300.0,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
217,FB,2012-03-31,2012-05-30,0.0645,0.0,0.0,0.0,2021-11-30 11:18:05 UTC,2021-11-30 11:18:05 UTC,,,,,,,
105,AAPL,2012-03-31,2012-04-24,0.44,0.3575,0.0825,23.0769,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
59,TSLA,2012-03-31,2012-05-09,-0.76,-0.69,-0.07,-10.1449,2021-11-30 10:42:36 UTC,2021-11-30 10:42:36 UTC,,,,,,,
372,LOW,2012-01-31,2012-02-27,0.29,0.24,0.05,20.8333,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
257,AMZN,2011-12-31,2012-01-31,0.38,0.17,0.21,123.5294,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
106,AAPL,2011-12-31,2012-01-24,0.495,0.3625,0.1325,36.5517,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
60,TSLA,2011-12-31,2012-02-15,-0.69,-0.63,-0.06,-9.5238,2021-11-30 10:42:37 UTC,2021-11-30 10:42:37 UTC,,,,,,,
373,LOW,2011-10-31,2011-11-14,0.35,0.33,0.02,6.0606,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
258,AMZN,2011-09-30,2011-10-25,0.14,0.24,-0.1,-41.6667,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
107,AAPL,2011-09-30,2011-10-18,0.2525,0.265,-0.0125,-4.717,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
61,TSLA,2011-09-30,2011-11-02,-0.55,-0.59,0.04,6.7797,2021-11-30 10:42:37 UTC,2021-11-30 10:42:37 UTC,,,,,,,
374,LOW,2011-07-31,2011-08-15,0.68,0.66,0.02,3.0303,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
259,AMZN,2011-06-30,2011-07-26,0.41,0.35,0.06,17.1429,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
108,AAPL,2011-06-30,2011-07-19,0.2775,0.2075,0.07,33.7349,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
62,TSLA,2011-06-30,2011-08-03,-0.53,-0.51,-0.02,-3.9216,2021-11-30 10:42:37 UTC,2021-11-30 10:42:37 UTC,,,,,,,
375,LOW,2011-04-30,2011-05-16,0.34,0.36,-0.02,-5.5556,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
260,AMZN,2011-03-31,2011-04-26,0.44,0.61,-0.17,-27.8689,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
109,AAPL,2011-03-31,2011-04-20,0.2275,0.1925,0.035,18.1818,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
63,TSLA,2011-03-31,2011-05-04,-0.44,-0.51,0.07,13.7255,2021-11-30 10:42:37 UTC,2021-11-30 10:42:37 UTC,,,,,,,
376,LOW,2011-01-31,2011-02-23,0.21,0.18,0.03,16.6667,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
261,AMZN,2010-12-31,2011-01-27,0.91,0.88,0.03,3.4091,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
110,AAPL,2010-12-31,2011-01-18,0.23,0.1925,0.0375,19.4805,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
64,TSLA,2010-12-31,2011-02-15,-0.47,-0.5,0.03,6.0,2021-11-30 10:42:37 UTC,2021-11-30 10:42:37 UTC,,,,,,,
377,LOW,2010-10-31,2010-11-15,0.31,0.3,0.01,3.3333,2021-11-30 11:22:56 UTC,2021-11-30 11:22:56 UTC,,,,,,,
262,AMZN,2010-09-30,2010-10-21,0.51,0.48,0.03,6.25,2021-11-30 11:21:05 UTC,2021-11-30 11:21:05 UTC,,,,,,,
111,AAPL,2010-09-30,2010-10-18,0.165,0.145,0.02,13.7931,2021-11-30 10:43:20 UTC,2021-11-30 10:43:20 UTC,,,,,,,
65,TSLA,2010-09-30,2010-11-09,-0.37,-0.43,0.06,13.9535,2021-11-30 10:42:37 UTC,2021-11-30 10:42:37 UTC,,,,,,,
