symbol,name,reportDate,fiscalDateEnding,estimate,currency
FPLSF,FPLSF,2022-02-21,2021-12-31,,USD
FQVLF,FQVLF,2022-02-14,2021-12-31,0.45,USD
FR,First Industrial Realty Trust Inc,2022-02-08,2021-12-31,0.26,USD
FRAF,Franklin Financial Services Corp,2022-01-24,2021-12-31,,USD
FRBA,FIRSTBANK,2022-01-25,2021-12-31,0.42,USD
FRBK,Republic First Bancorp Inc,2022-01-24,2021-12-31,0.08,USD
FRC,First Republic Bank,2022-01-12,2021-12-31,1.9,USD
FRFHF,FRFHF,2022-02-09,2021-12-31,,USD
FRHHF,FRHHF,2022-02-23,2021-12-31,,USD
FRME,First Merchants Corp,2022-01-26,2021-12-31,0.93,USD
FRMO,FRMO,2022-01-12,2021-11-30,,USD
FROG,JFrog Ltd,2022-02-09,2021-12-31,,USD
FRPT,Freshpet Inc,2022-02-21,2021-12-31,0.02,USD
FRSB,FRSB,2022-01-25,2021-12-31,,USD
FRST,Primis Financial Corp,2022-01-26,2021-12-31,0.27,USD
FRT,Federal Realty Investment Trust,2022-02-09,2021-12-31,0.47,USD
FRTA,Forterra Inc,2022-02-22,2021-12-31,0.22,USD
FSBW,FS Bancorp Inc,2022-01-26,2021-12-31,0.85,USD
FSFG,First Savings Financial Group Inc,2022-01-31,2021-12-31,0.67,USD
FSLR,First Solar Inc,2022-02-23,2021-12-31,1.04,USD
FSLY,Fastly Inc - Class A,2022-02-15,2021-12-31,-0.16,USD
FSP,Franklin Street Properties Corp,2022-02-14,2021-12-31,0.79,USD
FSR,Fisker Inc - Class A,2022-02-23,2021-12-31,-0.47,USD
FSRL,FSRL,2022-01-24,2021-12-31,0.12,USD
FSS,Federal Signal Corp,2022-02-23,2021-12-31,0.41,USD
FSV,FirstService Corp,2022-02-07,2021-12-31,1.06,USD
FTAI,Fortress Transportation and Infrastructure Investors LLC,2022-02-23,2021-12-31,0.24,USD
FTCH,Farfetch Ltd - Class A,2022-02-21,2021-12-31,-0.32,USD
FTDR,Frontdoor Inc,2022-02-16,2021-12-31,0.2,USD
FTGFF,FTGFF,2022-02-08,2021-11-30,,USD
FTI,TechnipFMC plc,2022-02-22,2021-12-31,-0.01,USD
FTMNF,FTMNF,2022-02-22,2021-12-31,,USD
FTNT,Fortinet Inc,2022-02-02,2021-12-31,1.15,USD
FTRP,Field Trip Health Ltd,2022-02-14,2021-12-31,-0.17,CAD
FTS,Fortis Inc,2022-02-11,2021-12-31,0.58,USD
FTV,Fortive Corp,2022-02-02,2021-12-31,0.78,USD
FUL,H.B. Fuller Company,2022-01-24,2021-11-30,1.08,USD
FULT,Fulton Financial Corp,2022-01-17,2021-12-31,0.37,USD
FUN,Cedar Fair L.P.,2022-02-15,2021-12-31,-0.36,USD
FUNC,First United Corporation,2022-02-17,2021-12-31,0.8,USD
FUSB,First US Bancshares Inc,2022-01-26,2021-12-31,,USD
FVCB,FVCBankcorp Inc,2022-01-19,2021-12-31,0.46,USD
FVE,Five Star Senior Living Inc,2022-02-22,2021-12-31,-0.12,USD
FVRR,Fiverr International Ltd,2022-02-16,2021-12-31,0.02,USD
FWONA,Liberty Media Corp (Tracking Stock -Liberty Formula 1) Series A,2022-02-24,2021-12-31,,USD
FWRD,Forward Air Corp,2022-02-09,2021-12-31,1.28,USD
FXNC,First National Corp (Strasburg VA),2022-01-27,2021-12-31,,USD
G,Genpact Ltd,2022-02-07,2021-12-31,0.52,USD
GABC,German American Bancorp Inc,2022-01-24,2021-12-31,0.73,USD
GAIN,Gladstone Investment Corporation,2022-01-31,2021-12-31,0.23,USD
GAM,General American Investors Co. Inc,2022-02-17,2021-12-31,,USD
GASS,StealthGas Inc,2022-02-23,2021-12-31,,USD
GATGF,GATGF,2022-02-25,2021-12-31,,USD
GATX,GATX Corp,2022-01-26,2021-12-31,1.02,USD
GBCI,Glacier Bancorp Inc,2022-01-26,2021-12-31,0.43,USD
GBDC,Golub Capital BDC Inc,2021-11-29,2021-09-30,0.3,USD
GBDC,Golub Capital BDC Inc,2022-02-07,2021-12-31,,USD
GBL,Gamco Investors Inc - Class A,2022-01-31,2021-12-31,,USD
GBNXF,GBNXF,2022-02-21,2021-12-31,,USD
GBT,Global Blood Therapeutics Inc,2022-02-22,2021-12-31,-1.11,USD
GBX,Greenbrier Cos. Inc,2022-01-04,2021-11-30,0.22,USD
GCBC,Greene County Bancorp Inc,2022-01-20,2021-12-31,,USD
GCMG,GCM Grosvenor Inc - Class A,2022-02-23,2021-12-31,0.25,USD
GCO,Genesco Inc,2021-12-03,2021-11-30,1.29,USD
GD,General Dynamics Corp,2022-01-25,2021-12-31,3.38,USD
GDDFF,GDDFF,2022-01-11,2021-11-30,,USD
GDDY,Godaddy Inc - Class A,2022-02-09,2021-12-31,0.41,USD
GDOT,Green Dot Corp - Class A,2022-02-21,2021-12-31,0.31,USD
GE,General Electric Company,2022-01-24,2021-12-31,0.87,USD
GEF,Greif Inc - Class A,2021-12-08,2021-10-31,1.5,USD
GEF,Greif Inc - Class A,2022-02-22,2022-01-31,,USD
GEL,Genesis Energy L.P.,2022-02-16,2021-12-31,0.09,USD
GENC,Gencor Industries Inc,2021-12-16,2021-09-30,0.82,USD
GENC,Gencor Industries Inc,2022-02-10,2021-12-31,,USD
GENGF,GENGF,2022-02-17,2021-12-31,,USD
GEO,Geo Group Inc,2022-02-14,2021-12-31,0.38,USD
GEOS,Geospace Technologies Corp,2022-02-01,2021-12-31,,USD
GFED,Guaranty Federal Bancshares Inc,2022-01-19,2021-12-31,0.58,USD
GFF,Griffon Corp,2022-01-26,2021-12-31,0.3,USD
GFL,GFL Environmental Inc (Sub Voting),2022-02-24,2021-12-31,0.1,USD
GFNCP,GFNCP,2022-02-07,2021-12-31,,USD
GFS,GlobalFoundries Inc,2021-11-30,2021-09-30,,USD
GGG,Graco Inc,2022-01-24,2021-12-31,0.63,USD
GH,Guardant Health Inc,2022-02-22,2021-12-31,-1.15,USD
GHC,Graham Holdings Co. - Class B,2022-02-22,2021-12-31,8.23,USD
GHL,Greenhill & Co Inc,2022-02-02,2021-12-31,1.08,USD
GHM,Graham Corp,2022-01-26,2021-12-31,0.21,USD
GIB,CGI Inc - Class A,2022-02-02,2021-12-31,1.13,CAD
GIC,Global Industrial Company,2022-02-21,2021-12-31,0.43,USD
GIGA,GIGA,2022-02-02,2021-12-31,,USD
GIII,G-III Apparel Group Ltd,2021-12-01,2021-10-31,1.78,USD
GIL,Gildan Activewear Inc,2022-02-23,2021-12-31,,USD
GILD,Gilead Sciences Inc,2022-02-02,2021-12-31,1.53,USD
GILT,Gilat Satellite Networks,2022-02-14,2021-12-31,0.05,USD
GIS,General Mills Inc,2021-12-15,2021-11-30,1.04,USD
GKOS,Glaukos Corporation,2022-02-23,2021-12-31,-0.36,USD
GL,Globe Life Inc,2022-01-31,2021-12-31,1.81,USD
GLAD,Gladstone Capital Corp,2022-02-01,2021-12-31,0.2,USD
GLATF,GLATF,2022-01-17,2021-12-31,,USD
GLBS,Globus Maritime Ltd,2021-12-02,2021-09-30,0.08,USD
GLBZ,Glen Burnie Bancorp,2022-02-01,2021-12-31,,USD
GLDD,Great Lakes Dredge & Dock Corporation,2022-02-15,2021-12-31,0.31,USD
GLNG,Golar Lng,2022-02-23,2021-12-31,0.09,USD
GLOB,Globant S.A.,2022-02-16,2021-12-31,1.01,USD
GLOG,GLOG,2022-02-21,2021-12-31,,USD
GLOP,Gaslog Partners LP,2022-02-21,2021-12-31,0.56,USD
GLPI,Gaming and Leisure Properties Inc,2022-02-16,2021-12-31,0.58,USD
GLT,Glatfelter Corporation,2022-02-02,2021-12-31,0.13,USD
GLUU,GLUU,2022-02-07,2021-12-31,,USD
GLW,Corning Inc,2022-01-25,2021-12-31,0.53,USD
GM,General Motors Company,2022-02-08,2021-12-31,0.96,USD
GMBL,Esports Entertainment Group Inc,2022-02-14,2021-12-31,,USD
GME,Gamestop Corporation - Class A,2021-12-08,2021-10-31,-0.52,USD
GMED,Globus Medical Inc - Class A,2022-02-15,2021-12-31,0.47,USD
GMLP,GMLP,2021-11-29,2021-09-30,,USD
GMLP,GMLP,2022-02-23,2021-12-31,,USD
GMS,GMS Inc,2021-12-02,2021-10-31,1.6,USD
GNCA,Genocea Biosciences Inc,2022-02-09,2021-12-31,-0.2,USD
GNK,Genco Shipping & Trading Ltd,2022-02-22,2021-12-31,1.93,USD
GNL,Global Net Lease Inc,2022-02-22,2021-12-31,0.02,USD
GNMK,GNMK,2022-02-23,2021-12-31,,USD
GNRC,Generac Holdings Inc,2022-02-09,2021-12-31,2.43,USD
GNSS,Genasys Inc,2022-02-07,2021-12-31,-0.01,USD
GNTX,Gentex Corp,2022-01-26,2021-12-31,0.34,USD
GNTY,Guaranty Bancshares Inc (TX),2022-01-17,2021-12-31,0.81,USD
GNW,Genworth Financial Inc - Class A,2022-02-14,2021-12-31,0.3,USD
GODREJPROP,GODREJPROP,2022-02-02,2021-12-31,,USD
GOLD,Barrick Gold Corp,2022-02-16,2021-12-31,,USD
GOLF,Acushnet Holdings Corp,2022-02-23,2021-12-31,-0.29,USD
GOOD,Gladstone Commercial Corp,2022-02-14,2021-12-31,-0.01,USD
GOOGL,Alphabet Inc - Class A,2022-01-31,2021-12-31,27.16,USD
GOOS,Canada Goose Holdings Inc (Subord Vot Shs),2022-02-02,2021-12-31,1.16,USD
GORO,Gold Resource Corporation,2022-02-22,2021-12-31,,USD
GOSS,Gossamer Bio Inc,2022-02-23,2021-12-31,-0.74,USD
GP,GreenPower Motor Company Inc,2022-02-09,2021-12-31,-0.06,USD
GPC,Genuine Parts Company,2022-02-15,2021-12-31,1.59,USD
GPI,Group 1 Automotive Inc,2022-02-02,2021-12-31,8.92,USD
GPK,Graphic Packaging Holding Company,2022-02-17,2021-12-31,0.29,USD
GPN,Global Payments Inc,2022-02-07,2021-12-31,2.15,USD
GPP,Green Plains Partners LP,2022-02-07,2021-12-31,,USD
GPRE,Green Plains Inc,2022-02-07,2021-12-31,0.25,USD
GPRO,GoPro Inc - Class A,2022-02-02,2021-12-31,0.35,USD
GPTRF,GPTRF,2022-02-25,2022-01-31,,USD
GRA,GRA,2022-02-07,2021-12-31,,USD
GRC,Gorman-Rupp Company,2022-02-03,2021-12-31,0.33,USD
GRCGF,GRCGF,2022-02-22,2021-12-31,,USD
GRIN,Grindrod Shipping Holdings Ltd,2022-02-22,2021-12-31,2.59,USD
GRMN,Garmin Ltd,2022-02-15,2021-12-31,1.42,USD
GROW,U.S. Global Investors Inc - Class A,2021-12-06,2021-09-30,,USD
GROW,U.S. Global Investors Inc - Class A,2022-02-02,2021-12-31,,USD
GRPN,Groupon Inc,2022-02-23,2021-12-31,0.17,USD
GRRB,GRRB,2022-01-19,2021-12-31,,USD
GRUB,Just Eat Takeaway.com N.V.,2022-02-01,2021-12-31,,USD
GRVY,Gravity Co Ltd,2022-02-14,2021-12-31,,KRW
GS,Goldman Sachs Group Inc,2022-01-17,2021-12-31,11.6,USD
GSBC,Great Southern Bancorp Inc,2022-01-24,2021-12-31,1.27,USD
GSBD,Goldman Sachs BDC Inc,2022-02-23,2021-12-31,0.48,USD
GSHD,Goosehead Insurance Inc - Class A,2022-02-21,2021-12-31,0.11,USD
GSIT,GSI Technology Inc,2022-01-26,2021-12-31,-0.2,USD
GSS,Golden Star Resources Ltd,2022-02-22,2021-12-31,0.08,USD
GT,Goodyear Tire & Rubber Company,2022-02-07,2021-12-31,0.43,USD
GTE,Gran Tierra Energy Inc,2022-02-22,2021-12-31,0.01,USD
GTES,Gates Industrial Corporation plc,2022-02-07,2021-12-31,0.23,USD
GTH,Genetron Holdings Ltd,2021-11-30,2021-09-30,,CNY
GTHX,G1 Therapeutics Inc,2022-02-22,2021-12-31,-1.03,USD
GTIM,Good Times Restaurants Inc,2021-12-16,2021-09-30,,USD
GTIM,Good Times Restaurants Inc,2022-02-02,2021-12-31,,USD
GTLS,Chart Industries Inc,2022-02-16,2021-12-31,0.73,USD
GTN,Gray Television Inc,2022-02-23,2021-12-31,0.55,USD
GTPS,GTPS,2022-01-18,2021-12-31,,USD
GTS,Triple-S Management Corp,2022-02-23,2021-12-31,,USD
GTY,Getty Realty Corp,2022-02-21,2021-12-31,0.28,USD
GTYH,GTY Technology Holdings Inc,2022-02-14,2021-12-31,-0.16,USD
GUROF,GUROF,2022-01-19,2021-10-31,,USD
GWB,Great Western Bancorp Inc,2022-01-25,2021-12-31,0.76,USD
GWLIF,GWLIF,2022-02-08,2021-12-31,0.7,CAD
GWPH,GWPH,2022-02-14,2021-12-31,,USD
GWRE,Guidewire Software Inc,2021-12-02,2021-10-31,-0.25,USD
GWW,W.W. Grainger Inc,2022-02-03,2021-12-31,5.2,USD
H,Hyatt Hotels Corporation - Class A,2022-02-15,2021-12-31,-0.16,USD
HA,Hawaiian Holdings Inc,2022-01-24,2021-12-31,-2.06,USD
HAE,Haemonetics Corp,2022-01-31,2021-12-31,0.73,USD
HAFC,Hanmi Financial Corp,2022-01-24,2021-12-31,0.6,USD
HAIN,Hain Celestial Group Inc,2022-02-07,2021-12-31,0.36,USD
HAIVF,HAIVF,2022-01-26,2021-10-31,,USD
HAL,Halliburton Company,2022-01-17,2021-12-31,0.34,USD
HALO,Halozyme Therapeutics Inc,2022-02-21,2021-12-31,0.4,USD
HARL,HARL,2022-01-25,2021-12-31,,USD
HAS,Hasbro Inc,2022-02-07,2021-12-31,0.86,USD
HASI,Hannon Armstrong Sustainable Infrastructure capital Inc,2022-02-16,2021-12-31,0.42,USD
HAYN,Haynes International Inc,2022-01-26,2021-12-31,0.08,USD
HBAN,Huntington Bancshares Inc,2022-01-20,2021-12-31,0.34,USD
HBCP,Home Bancorp Inc,2022-01-24,2021-12-31,1.2,USD
HBI,Hanesbrands Inc,2022-02-07,2021-12-31,0.44,USD
HBM,Hudbay Minerals Inc,2022-02-16,2021-12-31,0.12,USD
HBMD,Howard Bancorp Inc,2022-01-25,2021-12-31,0.31,USD
HBNC,Horizon Bancorp Inc (IN),2022-01-25,2021-12-31,0.52,USD
HBT,HBT Financial Inc,2022-01-12,2021-12-31,0.39,USD
HCA,HCA Healthcare Inc,2022-01-31,2021-12-31,4.56,USD
HCAT,Health Catalyst Inc,2022-02-23,2021-12-31,-0.21,USD
HCBC,HCBC,2022-01-31,2021-12-31,,USD
HCC,Warrior Met Coal Inc,2022-02-22,2021-12-31,2.38,USD
HCKT,Hackett Group Inc (The),2022-02-21,2021-12-31,0.28,USD
HCSG,Healthcare Services Group Inc,2022-02-08,2021-12-31,0.14,USD
HD,Home Depot Inc,2022-02-22,2021-11-30,3.18,USD
HDS,HDS,2021-12-02,2021-10-31,,USD
HE,Hawaiian Electric Industries Inc,2022-01-27,2021-12-31,0.27,USD
HEES,H&E Equipment Services Inc,2022-02-15,2021-12-31,0.45,USD
HEI,Heico Corp,2021-12-20,2021-10-31,0.59,USD
HEI,Heico Corp,2022-02-21,2022-01-31,,USD
HELE,Helen of Troy Ltd,2022-01-05,2021-11-30,3.15,USD
HEOFF,HEOFF,2022-02-09,2021-12-31,,USD
HEP,Holly Energy Partners L.P.,2022-02-21,2021-12-31,0.49,USD
HERXF,HERXF,2022-02-09,2021-12-31,,USD
HES,Hess Corporation,2022-01-25,2021-12-31,0.71,USD
HEXO,HEXO Corp,2021-12-13,2021-10-31,-0.06,CAD
HFBL,Home Federal Bancorp Inc (Louisiana),2022-01-26,2021-12-31,,USD
HFC,HollyFrontier Corp,2022-02-22,2021-12-31,0.62,USD
HFWA,Heritage Financial Corp,2022-01-26,2021-12-31,0.46,USD
HHC,Howard Hughes Corporation,2022-02-23,2021-12-31,1.4,USD
HI,Hillenbrand Inc,2022-02-01,2021-12-31,0.82,USD
HIBB,Hibbett Inc,2021-12-03,2021-11-30,1.53,USD
HIFS,Hingham Institution For Savings,2022-01-17,2021-12-31,,USD
HIG,Hartford Financial Services Group Inc,2022-02-02,2021-12-31,1.56,USD
HIHO,Highway Holdings Ltd,2022-02-08,2021-12-31,,USD
HII,Huntington Ingalls Industries Inc,2022-02-09,2021-12-31,3,USD
HIMX,Himax Technologies,2022-02-02,2021-12-31,0.82,USD
HINOF,HINOF,2022-01-25,2021-12-31,,USD
HIW,Highwoods Properties Inc,2022-02-08,2021-12-31,0.33,USD
HL,Hecla Mining Company,2022-02-16,2021-12-31,0.02,USD
HLF,Herbalife Nutrition Ltd,2022-02-15,2021-12-31,0.64,USD
HLI,Houlihan Lokey Inc - Class A,2022-01-26,2021-12-31,1.75,USD
HLIT,Harmonic Inc,2022-01-31,2021-12-31,0.13,USD
HLLPF,HLLPF,2022-01-11,2021-11-30,,CAD
HLNE,Hamilton Lane Inc - Class A,2022-01-31,2021-12-31,0.84,USD
HLNFF,HLNFF,2022-02-23,2021-12-31,,USD
HLT,Hilton Worldwide Holdings Inc,2022-02-15,2021-12-31,0.81,USD
HLX,Helix Energy Solutions Group Inc,2022-02-21,2021-12-31,-0.25,USD
HMCBF,HMCBF,2022-02-16,2021-12-31,,USD
HMHC,Houghton Mifflin Harcourt Company,2022-02-23,2021-12-31,-0.34,USD
HMLP,Hoegh LNG Partners LP,2022-02-23,2021-12-31,0.38,USD
HMMR,HMMR,2021-12-14,2021-10-31,,USD
HMN,Horace Mann Educators Corp,2022-01-31,2021-12-31,0.78,USD
HMNF,HMN Financial Inc,2022-01-25,2021-12-31,,USD
HMST,HomeStreet Inc,2022-01-24,2021-12-31,1.3,USD
HNNA,Hennessy Advisors Inc,2022-02-09,2021-12-31,,USD
HOFT,Hooker Furnishings Corporation,2021-12-09,2021-10-31,0.38,USD
HOG,Harley-Davidson Inc,2022-01-31,2021-12-31,-0.4,USD
HOLI,Hollysys Automation Technologies Ltd,2021-11-29,2021-09-30,0.44,USD
HOLX,Hologic Inc,2022-01-25,2021-12-31,1.21,USD
HOMB,Home Bancshares Inc,2022-01-19,2021-12-31,0.42,USD
HON,Honeywell International Inc,2022-01-27,2021-12-31,2.1,USD
HOPE,Hope Bancorp Inc,2022-01-24,2021-12-31,0.41,USD
HOV,Hovnanian Enterprises Inc - Class A,2021-12-07,2021-10-31,,USD
HP,Helmerich & Payne Inc,2022-02-07,2021-12-31,-0.49,USD
HPE,Hewlett Packard Enterprise Company,2021-11-30,2021-10-31,0.48,USD
HPP,Hudson Pacific Properties Inc,2022-02-15,2021-12-31,0.02,USD
HPQ,HP Inc,2022-02-23,2022-01-31,1.02,USD
HQY,Healthequity Inc,2021-12-06,2021-10-31,0.35,USD
HR,Healthcare Realty Trust Inc,2022-02-08,2021-12-31,0.09,USD
HRC,Hill-Rom Holdings Inc,2022-02-03,2021-12-31,1.45,USD
HRI,Herc Holdings Inc,2022-02-16,2021-12-31,2.41,USD
HRL,Hormel Foods Corp,2021-12-09,2021-10-31,0.5,USD
HRL,Hormel Foods Corp,2022-02-16,2022-01-31,,USD
HRNNF,HRNNF,2022-02-22,2021-12-31,,USD
HRTX,Heron Therapeutics Inc,2022-02-22,2021-12-31,-0.58,USD
HRUFF,HRUFF,2022-02-09,2021-12-31,,USD
HSBI,HSBI,2022-01-19,2021-12-31,,USD
HSC,Harsco Corp,2022-02-23,2021-12-31,0.07,USD
HSCHF,HSCHF,2021-11-29,2021-09-30,,USD
HSIC,Henry Schein Inc,2022-02-15,2021-12-31,0.9,USD
HSII,Heidrick & Struggles International Inc,2022-02-21,2021-12-31,0.79,USD
HSKA,Heska Corp (Restricted Voting),2022-02-21,2021-12-31,-0.11,USD
HST,Host Hotels & Resorts Inc,2022-02-16,2022-01-31,-0.08,USD
HSTM,Healthstream Inc,2022-02-21,2021-12-31,0.01,USD
HSTRF,HSTRF,2021-11-29,2021-10-31,,USD
HSTRF,HSTRF,2022-02-23,2022-01-31,,USD
HSY,Hershey Company,2022-02-02,2021-12-31,1.6,USD
HT,Hersha Hospitality Trust,2022-02-21,2021-12-31,-0.52,USD
HTA,Healthcare Trust of America Inc - Class A,2022-02-21,2021-12-31,0.1,USD
HTBI,HomeTrust Bancshares Inc,2022-01-26,2021-12-31,0.55,USD
HTBK,Heritage Commerce Corp,2022-01-26,2021-12-31,0.22,USD
HTGC,Hercules Capital Inc,2022-02-21,2021-12-31,0.32,USD
HTH,Hilltop Holdings Inc,2022-01-26,2021-12-31,0.72,USD
HTLD,Heartland Express Inc,2022-01-17,2021-12-31,0.26,USD
HTLF,Heartland Financial USA Inc,2022-01-24,2021-12-31,1.22,USD
HTZ,HTZ,2022-02-24,2021-12-31,0.56,USD
HTZGQ,HTZGQ,2022-02-24,2021-12-31,,USD
HTZZ,HTZZ,2022-02-24,2021-12-31,0.56,USD
HUBB,Hubbell Inc,2022-01-31,2021-12-31,2.09,USD
HUBG,Hub Group Inc - Class A,2022-02-02,2021-12-31,1.42,USD
HUBS,HubSpot Inc,2022-02-09,2021-12-31,0.53,USD
HUM,Humana Inc,2022-02-01,2021-12-31,1.16,USD
HUN,Huntsman Corp,2022-02-10,2021-12-31,0.9,USD
HURC,Hurco Companies Inc,2022-01-06,2021-10-31,,USD
HURN,Huron Consulting Group Inc,2022-02-21,2021-12-31,0.78,USD
HVBC,HV Bancorp Inc,2022-02-17,2021-12-31,,USD
HVT,Haverty Furniture Cos. Inc,2022-02-15,2021-12-31,1.19,USD
HWBK,Hawthorn Bancshares Inc,2022-01-25,2021-12-31,,USD
HWC,Hancock Whitney Corp,2022-01-18,2021-12-31,1.34,USD
HWKN,Hawkins Inc,2022-01-26,2021-12-31,0.34,USD
HWM,Howmet Aerospace Inc,2022-02-01,2021-12-31,0.29,USD
HXL,Hexcel Corp,2022-01-24,2021-12-31,0.13,USD
HY,Hyster-Yale Materials Handling Inc - Class A,2022-02-22,2021-12-31,-1.1,USD
HYLN,Hyliion Holdings Corporation - Class A,2022-02-21,2021-12-31,-0.25,USD
HZNP,Horizon Therapeutics Plc,2022-02-23,2021-12-31,1.44,USD
HZO,Marinemax Inc,2022-01-26,2021-12-31,1.18,USD
IAA,IAA Inc,2022-02-14,2021-12-31,0.62,USD
IAALF,IAALF,2022-02-16,2021-12-31,,USD
IAC,IAC InterActiveCorp. - New,2022-02-01,2021-12-31,-0.33,USD
IAFNF,IAFNF,2022-02-16,2021-12-31,,USD
IAG,Iamgold Corp,2022-02-15,2021-12-31,0.01,USD
IAIC,Information Analysis Inc,2022-02-15,2021-12-31,,USD
IART,Integra Lifesciences Holdings Corp,2022-02-16,2021-12-31,0.83,USD
IBCP,Independent Bank Corporation (Ionia MI),2022-01-26,2021-12-31,0.66,USD
IBEX,IBEX Ltd,2022-02-16,2021-12-31,0.34,USD
IBIO,iBio Inc,2022-02-14,2021-12-31,-0.04,USD
IBKR,Interactive Brokers Group Inc - Class A,2022-01-17,2021-12-31,0.75,USD
IBM,International Business Machines Corp,2022-01-24,2021-12-31,3.5,USD
IBOC,International Bancshares Corp,2022-02-23,2021-12-31,,USD
IBP,Installed Building Products Inc,2022-02-22,2021-12-31,1.53,USD
IBTX,Independent Bank Group Inc,2022-01-31,2021-12-31,1.25,USD
ICAD,Icad Inc,2022-02-22,2021-12-31,-0.07,USD
ICBK,County Bancorp Inc,2022-01-19,2021-12-31,0.52,USD
ICCC,Immucell Corp,2022-02-21,2021-12-31,,USD
ICD,Independence Contract Drilling Inc,2022-02-22,2021-12-31,-1.3,USD
ICE,Intercontinental Exchange Inc,2022-02-03,2021-12-31,1.29,USD
ICFI,ICF International Inc,2022-02-23,2021-12-31,1.22,USD
ICHR,Ichor Holdings Ltd,2022-02-01,2021-12-31,0.91,USD
ICLK,iClick Interactive Asia Group Ltd,2021-11-30,2021-09-30,0.04,USD
ICLR,Icon Plc,2022-02-22,2021-12-31,2.63,USD
ICMB,Investcorp Credit Management BDC Inc,2022-02-07,2021-12-31,0.16,USD
ICNAF,ICNAF,2021-11-29,2021-10-31,,USD
ICPBF,ICPBF,2021-12-08,2021-10-31,,CAD
ICPT,Intercept Pharmaceuticals Inc,2022-02-23,2021-12-31,-1.06,USD
ICUI,ICU Medical Inc,2022-02-23,2021-12-31,1.64,USD
IDA,Idacorp Inc,2022-02-16,2021-12-31,0.53,USD
IDCC,Interdigital Inc,2022-02-16,2021-12-31,0.33,USD
IDGBF,IDGBF,2022-02-10,2021-12-31,,USD
IDT,IDT Corp - Class B,2021-12-01,2021-10-31,,USD
IDW,IDW Media Holdings Inc - Class B,2022-01-24,2021-10-31,,USD
IDXX,Idexx Laboratories Inc,2022-01-31,2021-12-31,1.71,USD
IEC,IEC,2022-02-01,2021-12-31,,USD
IEP,Icahn Enterprises L P,2022-02-24,2021-12-31,0.13,USD
IESC,IES Holdings Inc,2021-12-06,2021-09-30,,USD
IESC,IES Holdings Inc,2022-02-03,2021-12-31,,USD
IEX,Idex Corporation,2022-02-01,2021-12-31,1.58,USD
IFABF,IFABF,2021-12-22,2021-09-30,,USD
IFABF,IFABF,2022-02-09,2021-12-31,,USD
IFCZF,IFCZF,2022-02-08,2021-12-31,,USD
IFF,International Flavors & Fragrances Inc,2022-02-08,2021-12-31,1.09,USD
IFSPF,IFSPF,2022-02-02,2021-12-31,,USD
IGC,India Globalization Capital Inc,2022-02-10,2021-12-31,,USD
IGIFF,IGIFF,2022-02-10,2021-12-31,,USD
IHRT,iHeartMedia Inc - Class A New,2022-02-23,2021-12-31,0.49,USD
IIIN,Insteel Industries Inc,2022-01-19,2021-12-31,0.91,USD
IIIV,i3 Verticals Inc - Class A,2022-02-07,2021-12-31,0.32,USD
IIN,IntriCon Corporation,2022-02-23,2021-12-31,0.05,USD
IIPR,Innovative Industrial Properties Inc,2022-02-22,2021-12-31,1.26,USD
IIVI,Ii-Vi Inc,2022-02-07,2021-12-31,0.87,USD
IKNX,Ikonics Corporation,2022-02-16,2021-12-31,,USD
ILMN,Illumina Inc,2022-02-09,2021-12-31,0.46,USD
ILPT,Industrial Logistics Properties Trust,2022-02-15,2021-12-31,0.28,USD
IMGN,Immunogen Inc,2022-02-10,2021-12-31,-0.18,USD
IMKTA,Ingles Markets Inc - Class A,2022-02-02,2021-12-31,,USD
IMO,Imperial Oil Ltd,2022-01-31,2021-12-31,1.05,USD
IMPNF,IMPNF,2021-12-06,2021-11-30,,USD
IMUX,Immunic Inc,2022-02-24,2021-12-31,-0.76,USD
IMVT,Immunovant Inc,2022-02-14,2021-12-31,-0.33,USD
INBK,First Internet Bancorp,2022-01-18,2021-12-31,1.18,USD
INCY,Incyte Corp,2022-02-07,2021-12-31,0.85,USD
INDB,Independent Bank Corp,2022-01-19,2021-12-31,1.06,USD
INFN,Infinera Corp,2022-02-21,2021-12-31,0.01,USD
INFO,IHS Markit Ltd,2022-01-11,2021-11-30,0.83,USD
INGN,Inogen Inc,2022-02-22,2021-12-31,-0.76,USD
INGR,Ingredion Inc,2022-02-01,2021-12-31,1.34,USD
INGXF,INGXF,2022-02-23,2021-12-31,,USD
INLB,INLB,2022-01-10,2021-12-31,,USD
INM,InMed Pharmaceuticals Inc,2022-02-09,2021-12-31,-0.23,USD
INMD,Inmode Ltd,2022-02-08,2021-12-31,0.53,USD
INN,Summit Hotel Properties Inc,2022-02-21,2021-12-31,-0.1,USD
INOV,Inovalon Holdings Inc - Class A,2022-02-01,2021-12-31,,USD
INPCD,INPCD,2021-12-06,2021-09-30,,USD
INPCD,INPCD,2022-02-14,2021-12-31,,USD
INPCF,INPCF,2021-12-06,2021-09-30,,CAD
INPCF,INPCF,2022-02-14,2021-12-31,,CAD
INS,Intelligent Systems Corp,2022-02-09,2021-12-31,0.28,USD
INSM,Insmed Inc,2022-02-23,2021-12-31,-0.89,USD
INSP,Inspire Medical Systems Inc,2022-02-21,2021-12-31,-0.51,USD
INT,World Fuel Services Corp,2022-02-23,2021-12-31,0.26,USD
INTC,Intel Corp,2022-01-19,2021-12-31,0.9,USD
